timestamp,ip,username,event_type,severity,message
2026-04-01 23:50:00,172.16.0.8,helpdesk,ALERT,High,error: blocked malware payload from 172.16.0.8
2026-04-01 23:55:00,103.55.12.91,svc_web,FAIL,Medium,Failed password for invalid user svc_web from 103.55.12.91 port 22 ssh2
2026-04-01 23:59:00,192.168.1.21,dbadmin,SUCCESS,High,session opened for user dbadmin from 192.168.1.21
2026-04-02 00:00:00,192.168.1.21,dbadmin,FAIL,High,Invalid user dbadmin from 192.168.1.21
2026-04-02 00:05:00,192.168.1.21,helpdesk,SUCCESS,Low,session opened for user helpdesk from 192.168.1.21
2026-04-02 00:09:00,10.0.0.15,svc_web,FAIL,Low,login failed for svc_web from 10.0.0.15
2026-04-02 00:10:00,10.0.0.22,intern,FAIL,High,Access denied for intern from 10.0.0.22
2026-04-02 00:12:00,45.13.201.7,helpdesk,ALERT,High,unauthorized access attempt from 45.13.201.7 targeting account helpdesk
2026-04-02 00:14:00,10.0.0.15,intern,FAIL,Medium,Invalid user intern from 10.0.0.15
2026-04-02 00:19:00,45.13.201.7,helpdesk,FAIL,Low,login failed for helpdesk from 45.13.201.7
2026-04-02 00:22:00,103.55.12.91,root,FAIL,High,Access denied for root from 103.55.12.91
2026-04-02 00:25:00,192.168.1.21,backup,FAIL,Medium,Failed password for invalid user backup from 192.168.1.21 port 22 ssh2
2026-04-02 00:26:00,10.0.0.22,svc_web,SUCCESS,Low,Accepted password for svc_web from 10.0.0.22 port 22 ssh2
2026-04-02 00:29:00,172.16.0.8,backup,ALERT,High,admin privilege escalation denied for backup from 172.16.0.8
2026-04-02 00:32:00,10.0.0.22,backup,SUCCESS,Low,Accepted password for backup from 10.0.0.22 port 22 ssh2
2026-04-02 00:34:00,172.16.0.8,root,ALERT,High,attack signature matched for root from 172.16.0.8
2026-04-02 00:35:00,10.0.0.15,intern,ALERT,High,unauthorized access attempt from 10.0.0.15 targeting account intern
2026-04-02 00:40:00,10.0.0.15,root,SUCCESS,High,login successful for root from 10.0.0.15
2026-04-02 00:43:00,192.168.1.20,backup,SUCCESS,Low,login successful for backup from 192.168.1.20
2026-04-02 00:45:00,185.77.44.10,intern,ALERT,High,admin privilege escalation denied for intern from 185.77.44.10
2026-04-02 00:50:00,45.13.201.7,admin,FAIL,High,Failed password for invalid user admin from 45.13.201.7 port 22 ssh2
2026-04-02 00:53:00,172.16.0.8,svc_web,FAIL,Medium,Invalid user svc_web from 172.16.0.8
2026-04-02 00:58:00,10.0.0.15,admin,FAIL,High,Invalid user admin from 10.0.0.15
2026-04-02 01:02:00,10.0.0.15,root,SUCCESS,High,login successful for root from 10.0.0.15
2026-04-02 01:04:00,185.77.44.10,admin,FAIL,High,Access denied for admin from 185.77.44.10
2026-04-02 01:06:00,45.13.201.7,intern,FAIL,High,authentication failed for intern from 45.13.201.7
2026-04-02 01:09:00,192.168.1.21,admin,ALERT,High,error: blocked malware payload from 192.168.1.21
2026-04-02 01:11:00,172.16.0.8,dbadmin,SUCCESS,High,login successful for dbadmin from 172.16.0.8
2026-04-02 01:14:00,192.168.1.20,root,SUCCESS,High,login successful for root from 192.168.1.20
2026-04-02 01:16:00,172.16.0.8,intern,SUCCESS,Low,Accepted password for intern from 172.16.0.8 port 22 ssh2
2026-04-02 01:17:00,192.168.1.21,backup,FAIL,High,Access denied for backup from 192.168.1.21
2026-04-02 01:21:00,192.168.1.20,helpdesk,SUCCESS,Low,session opened for user helpdesk from 192.168.1.20
2026-04-02 01:24:00,10.0.0.22,dbadmin,SUCCESS,High,User dbadmin successfully logged in from 10.0.0.22
2026-04-02 01:25:00,192.168.1.21,helpdesk,SUCCESS,Low,User helpdesk successfully logged in from 192.168.1.21
2026-04-02 01:29:00,10.0.0.15,root,FAIL,High,login failed for root from 10.0.0.15
2026-04-02 01:32:00,10.0.0.15,svc_web,SUCCESS,Low,login successful for svc_web from 10.0.0.15
2026-04-02 01:35:00,192.168.1.20,intern,SUCCESS,Low,login successful for intern from 192.168.1.20
2026-04-02 01:39:00,172.16.0.8,backup,FAIL,High,authentication failed for backup from 172.16.0.8
2026-04-02 01:40:00,10.0.0.22,svc_web,FAIL,High,authentication failed for svc_web from 10.0.0.22
2026-04-02 01:42:00,10.0.0.15,backup,ALERT,High,warning: exploit attempt detected from 10.0.0.15 against backup
2026-04-02 01:46:00,172.16.0.8,helpdesk,ALERT,High,error: blocked malware payload from 172.16.0.8
2026-04-02 01:50:00,10.0.0.22,helpdesk,FAIL,High,authentication failed for helpdesk from 10.0.0.22
2026-04-02 01:52:00,192.168.1.20,sajjid,SUCCESS,Low,session opened for user sajjid from 192.168.1.20
2026-04-02 01:56:00,10.0.0.22,dbadmin,SUCCESS,High,Accepted password for dbadmin from 10.0.0.22 port 22 ssh2
2026-04-02 01:57:00,192.168.1.21,intern,FAIL,Medium,Invalid user intern from 192.168.1.21
2026-04-02 02:00:00,185.77.44.10,backup,FAIL,Low,login failed for backup from 185.77.44.10
2026-04-02 02:05:00,10.0.0.22,helpdesk,FAIL,High,Access denied for helpdesk from 10.0.0.22
2026-04-02 02:08:00,103.55.12.91,root,ALERT,High,unauthorized access attempt from 103.55.12.91 targeting account root
2026-04-02 02:12:00,10.0.0.15,intern,FAIL,High,authentication failed for intern from 10.0.0.15
2026-04-02 02:14:00,10.0.0.22,sajjid,SUCCESS,Low,Accepted password for sajjid from 10.0.0.22 port 22 ssh2
2026-04-02 02:15:00,10.0.0.15,helpdesk,FAIL,High,Access denied for helpdesk from 10.0.0.15
2026-04-02 02:19:00,45.13.201.7,intern,FAIL,High,Access denied for intern from 45.13.201.7
2026-04-02 02:22:00,192.168.1.21,intern,FAIL,High,Access denied for intern from 192.168.1.21
2026-04-02 02:27:00,172.16.0.8,dbadmin,SUCCESS,High,User dbadmin successfully logged in from 172.16.0.8
2026-04-02 02:28:00,103.55.12.91,svc_web,FAIL,High,Access denied for svc_web from 103.55.12.91
2026-04-02 02:31:00,185.77.44.10,helpdesk,ALERT,High,error: blocked malware payload from 185.77.44.10
2026-04-02 02:36:00,192.168.1.20,helpdesk,SUCCESS,Low,login successful for helpdesk from 192.168.1.20
2026-04-02 02:41:00,172.16.0.8,svc_web,SUCCESS,Low,login successful for svc_web from 172.16.0.8
2026-04-02 02:43:00,103.55.12.91,backup,FAIL,Medium,Failed password for invalid user backup from 103.55.12.91 port 22 ssh2
2026-04-02 02:47:00,45.13.201.7,svc_web,FAIL,High,authentication failed for svc_web from 45.13.201.7
2026-04-02 02:51:00,172.16.0.8,helpdesk,SUCCESS,Low,Accepted password for helpdesk from 172.16.0.8 port 22 ssh2
2026-04-02 02:53:00,172.16.0.8,intern,SUCCESS,Low,User intern successfully logged in from 172.16.0.8
2026-04-02 02:58:00,45.13.201.7,helpdesk,FAIL,High,Access denied for helpdesk from 45.13.201.7
2026-04-02 03:01:00,10.0.0.15,helpdesk,SUCCESS,Low,login successful for helpdesk from 10.0.0.15
2026-04-02 03:03:00,192.168.1.21,backup,FAIL,Low,login failed for backup from 192.168.1.21
2026-04-02 03:06:00,10.0.0.22,intern,SUCCESS,Low,User intern successfully logged in from 10.0.0.22
2026-04-02 03:09:00,10.0.0.15,dbadmin,SUCCESS,High,Accepted password for dbadmin from 10.0.0.15 port 22 ssh2
2026-04-02 03:14:00,10.0.0.22,svc_web,SUCCESS,Low,session opened for user svc_web from 10.0.0.22
2026-04-02 03:16:00,192.168.1.21,admin,FAIL,High,login failed for admin from 192.168.1.21
2026-04-02 03:20:00,10.0.0.22,backup,SUCCESS,Low,login successful for backup from 10.0.0.22
2026-04-02 03:25:00,192.168.1.21,root,FAIL,High,Failed password for invalid user root from 192.168.1.21 port 22 ssh2
2026-04-02 03:30:00,192.168.1.20,backup,ALERT,High,unauthorized access attempt from 192.168.1.20 targeting account backup
2026-04-02 03:35:00,192.168.1.20,sajjid,FAIL,Medium,Failed password for invalid user sajjid from 192.168.1.20 port 22 ssh2
2026-04-02 03:39:00,172.16.0.8,admin,FAIL,High,authentication failed for admin from 172.16.0.8
2026-04-02 03:40:00,45.13.201.7,svc_web,ALERT,High,attack signature matched for svc_web from 45.13.201.7
2026-04-02 03:44:00,10.0.0.15,intern,SUCCESS,Low,session opened for user intern from 10.0.0.15
2026-04-02 03:45:00,103.55.12.91,backup,ALERT,High,admin privilege escalation denied for backup from 103.55.12.91
2026-04-02 03:46:00,45.13.201.7,svc_web,ALERT,High,warning: exploit attempt detected from 45.13.201.7 against svc_web
2026-04-02 03:47:00,10.0.0.22,helpdesk,ALERT,High,warning: exploit attempt detected from 10.0.0.22 against helpdesk
2026-04-02 03:50:00,185.77.44.10,dbadmin,ALERT,High,admin privilege escalation denied for dbadmin from 185.77.44.10
2026-04-02 03:55:00,10.0.0.15,dbadmin,FAIL,High,Invalid user dbadmin from 10.0.0.15
2026-04-02 04:00:00,192.168.1.21,helpdesk,SUCCESS,Low,session opened for user helpdesk from 192.168.1.21
2026-04-02 04:02:00,10.0.0.15,root,ALERT,High,attack signature matched for root from 10.0.0.15
2026-04-02 04:05:00,192.168.1.20,intern,SUCCESS,Low,session opened for user intern from 192.168.1.20
2026-04-02 04:10:00,192.168.1.21,root,SUCCESS,High,User root successfully logged in from 192.168.1.21
2026-04-02 04:14:00,192.168.1.20,svc_web,SUCCESS,Low,Accepted password for svc_web from 192.168.1.20 port 22 ssh2
2026-04-02 04:16:00,172.16.0.8,intern,ALERT,High,warning: exploit attempt detected from 172.16.0.8 against intern
2026-04-02 04:17:00,192.168.1.20,helpdesk,FAIL,Low,login failed for helpdesk from 192.168.1.20
2026-04-02 04:20:00,185.77.44.10,dbadmin,FAIL,High,login failed for dbadmin from 185.77.44.10
2026-04-02 04:22:00,103.55.12.91,helpdesk,FAIL,Low,login failed for helpdesk from 103.55.12.91
2026-04-02 04:24:00,192.168.1.21,admin,FAIL,High,login failed for admin from 192.168.1.21
2026-04-02 04:27:00,192.168.1.21,root,SUCCESS,High,User root successfully logged in from 192.168.1.21
2026-04-02 04:29:00,10.0.0.15,svc_web,FAIL,High,Access denied for svc_web from 10.0.0.15
2026-04-02 04:33:00,192.168.1.20,backup,ALERT,High,admin privilege escalation denied for backup from 192.168.1.20
2026-04-02 04:34:00,172.16.0.8,intern,SUCCESS,Low,Accepted password for intern from 172.16.0.8 port 22 ssh2
2026-04-02 04:39:00,192.168.1.20,root,FAIL,High,authentication failed for root from 192.168.1.20
2026-04-02 04:42:00,172.16.0.8,admin,ALERT,High,warning: exploit attempt detected from 172.16.0.8 against admin
2026-04-02 04:47:00,172.16.0.8,helpdesk,SUCCESS,Low,Accepted password for helpdesk from 172.16.0.8 port 22 ssh2
2026-04-02 04:51:00,10.0.0.22,helpdesk,FAIL,High,Access denied for helpdesk from 10.0.0.22
2026-04-02 04:52:00,10.0.0.15,sajjid,SUCCESS,Low,User sajjid successfully logged in from 10.0.0.15
2026-04-02 04:55:00,192.168.1.20,admin,ALERT,High,unauthorized access attempt from 192.168.1.20 targeting account admin
2026-04-02 04:59:00,103.55.12.91,sajjid,FAIL,Medium,Failed password for invalid user sajjid from 103.55.12.91 port 22 ssh2
2026-04-02 05:03:00,10.0.0.22,root,FAIL,High,authentication failed for root from 10.0.0.22
2026-04-02 05:07:00,10.0.0.22,helpdesk,FAIL,Medium,Invalid user helpdesk from 10.0.0.22
2026-04-02 05:11:00,45.13.201.7,intern,FAIL,Medium,Failed password for invalid user intern from 45.13.201.7 port 22 ssh2
2026-04-02 05:13:00,10.0.0.22,root,ALERT,High,warning: exploit attempt detected from 10.0.0.22 against root
2026-04-02 05:14:00,192.168.1.21,helpdesk,ALERT,High,admin privilege escalation denied for helpdesk from 192.168.1.21
2026-04-02 05:18:00,192.168.1.21,backup,SUCCESS,Low,User backup successfully logged in from 192.168.1.21
2026-04-02 05:21:00,192.168.1.20,admin,FAIL,High,Failed password for invalid user admin from 192.168.1.20 port 22 ssh2
2026-04-02 05:25:00,192.168.1.20,backup,SUCCESS,Low,login successful for backup from 192.168.1.20
2026-04-02 05:26:00,185.77.44.10,helpdesk,FAIL,High,Access denied for helpdesk from 185.77.44.10
2026-04-02 05:27:00,185.77.44.10,svc_web,FAIL,Medium,Invalid user svc_web from 185.77.44.10
2026-04-02 05:29:00,192.168.1.20,root,SUCCESS,High,session opened for user root from 192.168.1.20
2026-04-02 05:31:00,10.0.0.15,intern,ALERT,High,warning: exploit attempt detected from 10.0.0.15 against intern
2026-04-02 05:34:00,192.168.1.20,svc_web,ALERT,High,error: blocked malware payload from 192.168.1.20
2026-04-02 05:37:00,45.13.201.7,svc_web,FAIL,High,Access denied for svc_web from 45.13.201.7
2026-04-02 05:41:00,10.0.0.15,svc_web,FAIL,High,Access denied for svc_web from 10.0.0.15
2026-04-02 05:44:00,10.0.0.22,root,SUCCESS,High,session opened for user root from 10.0.0.22
2026-04-02 05:48:00,172.16.0.8,backup,FAIL,High,authentication failed for backup from 172.16.0.8
2026-04-02 05:51:00,45.13.201.7,helpdesk,ALERT,High,unauthorized access attempt from 45.13.201.7 targeting account helpdesk
2026-04-02 05:56:00,10.0.0.22,root,FAIL,High,Invalid user root from 10.0.0.22
2026-04-02 05:58:00,10.0.0.15,admin,FAIL,High,Invalid user admin from 10.0.0.15
2026-04-02 06:01:00,192.168.1.20,sajjid,FAIL,Low,login failed for sajjid from 192.168.1.20
2026-04-02 06:05:00,172.16.0.8,sajjid,SUCCESS,Low,Accepted password for sajjid from 172.16.0.8 port 22 ssh2
2026-04-02 06:07:00,192.168.1.20,helpdesk,ALERT,High,warning: exploit attempt detected from 192.168.1.20 against helpdesk
2026-04-02 06:10:00,185.77.44.10,backup,FAIL,High,authentication failed for backup from 185.77.44.10
2026-04-02 06:11:00,172.16.0.8,backup,ALERT,High,admin privilege escalation denied for backup from 172.16.0.8
2026-04-02 06:13:00,192.168.1.20,intern,FAIL,Low,login failed for intern from 192.168.1.20
2026-04-02 06:17:00,10.0.0.15,dbadmin,FAIL,High,login failed for dbadmin from 10.0.0.15
2026-04-02 06:20:00,10.0.0.22,helpdesk,SUCCESS,Low,Accepted password for helpdesk from 10.0.0.22 port 22 ssh2
2026-04-02 06:24:00,10.0.0.15,backup,ALERT,High,error: blocked malware payload from 10.0.0.15
2026-04-02 06:27:00,192.168.1.20,root,FAIL,High,Failed password for invalid user root from 192.168.1.20 port 22 ssh2
2026-04-02 06:30:00,172.16.0.8,svc_web,SUCCESS,Low,session opened for user svc_web from 172.16.0.8
2026-04-02 06:32:00,192.168.1.20,svc_web,FAIL,High,Access denied for svc_web from 192.168.1.20
2026-04-02 06:34:00,10.0.0.15,dbadmin,SUCCESS,High,User dbadmin successfully logged in from 10.0.0.15
2026-04-02 06:38:00,10.0.0.15,root,FAIL,High,authentication failed for root from 10.0.0.15
2026-04-02 06:43:00,172.16.0.8,sajjid,SUCCESS,Low,Accepted password for sajjid from 172.16.0.8 port 22 ssh2
2026-04-02 06:44:00,185.77.44.10,sajjid,ALERT,High,attack signature matched for sajjid from 185.77.44.10
2026-04-02 06:46:00,192.168.1.20,admin,ALERT,High,warning: exploit attempt detected from 192.168.1.20 against admin
2026-04-02 06:47:00,172.16.0.8,intern,FAIL,Medium,Failed password for invalid user intern from 172.16.0.8 port 22 ssh2
2026-04-02 06:52:00,172.16.0.8,helpdesk,SUCCESS,Low,User helpdesk successfully logged in from 172.16.0.8
2026-04-02 06:53:00,10.0.0.22,sajjid,FAIL,Medium,Failed password for invalid user sajjid from 10.0.0.22 port 22 ssh2
2026-04-02 06:58:00,172.16.0.8,dbadmin,SUCCESS,High,Accepted password for dbadmin from 172.16.0.8 port 22 ssh2
2026-04-02 07:03:00,10.0.0.22,root,ALERT,High,unauthorized access attempt from 10.0.0.22 targeting account root
2026-04-02 07:04:00,192.168.1.21,backup,SUCCESS,Low,session opened for user backup from 192.168.1.21
2026-04-02 07:07:00,10.0.0.22,admin,FAIL,High,login failed for admin from 10.0.0.22
2026-04-02 07:11:00,192.168.1.20,backup,FAIL,Low,login failed for backup from 192.168.1.20
2026-04-02 07:12:00,192.168.1.20,admin,SUCCESS,High,User admin successfully logged in from 192.168.1.20
2026-04-02 07:16:00,172.16.0.8,sajjid,FAIL,Medium,Failed password for invalid user sajjid from 172.16.0.8 port 22 ssh2
2026-04-02 07:18:00,10.0.0.22,intern,FAIL,High,Access denied for intern from 10.0.0.22
2026-04-02 07:19:00,185.77.44.10,backup,ALERT,High,warning: exploit attempt detected from 185.77.44.10 against backup
2026-04-02 07:24:00,185.77.44.10,admin,FAIL,High,login failed for admin from 185.77.44.10
2026-04-02 07:29:00,192.168.1.20,root,SUCCESS,High,session opened for user root from 192.168.1.20
2026-04-02 07:30:00,45.13.201.7,svc_web,ALERT,High,unauthorized access attempt from 45.13.201.7 targeting account svc_web
2026-04-02 07:33:00,192.168.1.20,svc_web,FAIL,High,Access denied for svc_web from 192.168.1.20
2026-04-02 07:36:00,45.13.201.7,admin,FAIL,High,Access denied for admin from 45.13.201.7
2026-04-02 07:39:00,10.0.0.22,backup,FAIL,Medium,Failed password for invalid user backup from 10.0.0.22 port 22 ssh2
2026-04-02 07:42:00,172.16.0.8,svc_web,SUCCESS,Low,session opened for user svc_web from 172.16.0.8
2026-04-02 07:43:00,10.0.0.22,helpdesk,SUCCESS,Low,login successful for helpdesk from 10.0.0.22
2026-04-02 07:46:00,10.0.0.22,svc_web,SUCCESS,Low,login successful for svc_web from 10.0.0.22
2026-04-02 07:51:00,192.168.1.20,dbadmin,SUCCESS,High,login successful for dbadmin from 192.168.1.20
2026-04-02 07:52:00,45.13.201.7,svc_web,FAIL,High,authentication failed for svc_web from 45.13.201.7
2026-04-02 07:56:00,103.55.12.91,admin,FAIL,High,Failed password for invalid user admin from 103.55.12.91 port 22 ssh2
2026-04-02 07:59:00,192.168.1.21,admin,FAIL,High,authentication failed for admin from 192.168.1.21
2026-04-02 08:00:00,172.16.0.8,svc_web,FAIL,Medium,Failed password for invalid user svc_web from 172.16.0.8 port 22 ssh2
2026-04-02 08:01:00,103.55.12.91,intern,FAIL,Medium,Invalid user intern from 103.55.12.91
2026-04-02 08:02:00,10.0.0.22,admin,FAIL,High,Access denied for admin from 10.0.0.22
